videoId,title,date,duree_sec,vues,likes,commentaires,type
MLN6TRB9Jxw,Who Are The Worst Youtubers?????,2015-03-01,216,297613,4388,428,video
vZrL_FFITgs,Subscriber Goals For 2016,2015-02-28,248,65111,1620,579,video
L7lGD_anC00,How Many People Do Youtube as a JOB?????,2015-02-26,174,65268,1559,236,video
xu1nhAfnMGA,How Much Money Does Syndicate Project Make????? 2016,2015-02-24,203,99775,1271,256,video
D1livXdFGkQ,Are Youtubers Millionaires?,2015-02-22,195,216116,3610,440,video
bwp_3qLgWpQ,Magecraft - Epic Hit! 11k Troops killed.,2015-02-21,233,63892,1536,357,video
tZpnfF0-7Ls,Highest Paid Musicians????,2015-02-17,288,159725,2329,312,video
BwAMltY3-c0,Making Fun Of Youtuber's Intros.,2015-02-16,114,327538,7683,607,video
7HBR3Ea72CY,10 Things You DIDN'T Know About Youtube!,2015-02-08,181,81694,1728,180,video
Ds9H2UnUHL0,Quitting?,2015-02-06,226,146750,4999,682,video
iqUFeWAVp-0,How Much Money Does Markiplier Make????? 2016,2015-01-04,154,160914,2382,250,video
W2skFWRk6qo,PewDiePie Uploads A Fake Video! LOL,2015-01-01,155,94617,1671,216,video
X_qd-1xSTFA,Pewdiepie Was On T.V.,2014-12-07,149,172152,3583,408,video
VWa0ImMY2bQ,Five Facts You Didn't Know About Youtube.,2014-12-01,261,114853,2251,249,video
fEcASr38n2E,Milestones And Plans For My Channel,2014-11-30,180,82487,1846,287,video
udmf5MQLNGA,How Much Money Did Gangnam Style Earn??? 2016,2014-11-26,144,116419,2109,250,video
0dg2eR2NSQ0,Best League Player In The Universe.,2014-11-23,180,331821,17087,942,video
6BNOWeYFyP8,MageCraft - Beginners tutorial. (The app),2014-11-17,527,64240,1404,229,video
LDegY-H60_U,How much money does VanossGaming Make? 2016,2014-11-02,200,379282,4956,297,video
D51HaR-XvgM,Opening Old Basketball Cards! Ep. #1 (Michael Jordan Found),2014-10-21,267,217417,4333,346,video
Rio7r_vLUEo,20 Best Websites?????,2014-08-29,404,218092,3782,487,video
8E5Ygl02wtM,"How Much Money Does ""Chris Smooth"" Make?????",2014-08-21,242,83636,1380,191,video
moMJjt5KECc,Money Problems,2014-08-20,242,324165,5471,423,video
OffgqPzDi7Q,Vanoss vs Speedy! Who is better? Updated.,2014-08-20,225,63849,1671,382,video
B_7uD3B62MM,Welcome To My Channel!,2014-08-18,28,91382,2084,197,short
bA20RJcegOI,1500,2014-08-08,143,344939,9490,1671,video
NbHwVDt9Rjk,How Much Money Does Yogscast Make????? 2016,2014-07-13,226,64654,1182,181,video
VzsE09KjpKA,How Much Does WhiteBoy7thSt Make????? 2016,2014-07-11,207,356053,3072,235,video
HduubRTdko4,"How Much Does ""Epic Rap Battles"" Make?????",2014-07-10,200,63855,1656,257,video
qFOGv5zuTdw,How Much Money Does FaZe Make?????,2014-07-09,198,63847,1771,323,video
u6t4jrhs56Q,"Top Youtube ""ShoutOuts""",2014-07-09,365,63866,2068,383,video
460GXJiGCEs,Youtube Dream,2014-07-08,271,85023,2419,620,video
ZiuoOcj2eLY,In Dis Video I Play Minecraft. (Factions),2014-07-05,529,65087,1794,211,video
LYK6SPMtJ_Y,Youtube Grind,2014-06-28,200,132714,3107,233,video
2ljWxaMvE_0,Hacker in Ghost???? I Couldn't Kill Him.,2014-06-22,36,63878,1817,425,short
rSuuQ_s8gOw,How Much Money Does Tmartn Make?????,2014-06-21,157,63846,1859,385,video
vKKhX-Uyggw,How Much Money Does FaZe Rain Make?????,2014-06-18,215,76277,1520,174,video
EAwXH82m-6A,G2g Brb,2014-06-16,180,63853,1955,464,video
U_07AG_CR5A,Crazy Nub Tub Reactions! Bo2 Fun!,2014-06-13,220,63856,1864,414,video
Xe0AGtF5aNU,Fun In COD. - Insane Reactions Lol,2014-06-10,229,63843,1930,457,video
NCv0drAPm_M,Minecraft Build-off Fun!!!!!,2014-06-09,213,81594,2104,221,video
HuLAAXZXIy0,This Kid Should Quit COD....,2014-06-02,77,89575,1767,217,video
pV7UcYW1OwA,Computer vs Console My Perspective.,2014-06-02,206,119962,2498,356,video
x4IXCimma-s,5 Youtubers I Think Will Be Famous...,2014-05-31,264,254190,6025,935,video
anZbhN0Wh_4,How Much Does PewDiePie Make????? 2016,2014-05-24,206,461992,6168,467,video
3Q3pQmzWyZM,I Got Really Really Really Bored....,2014-05-24,52,65078,1875,376,short
BqS4iVHa-LU,How Much Money Does Penguinz0 Make????? 2016,2014-05-16,175,104117,3259,369,video
zX04jQFKCpo,How Much Money Does CaptainSparkles Make????? 2016,2014-05-15,183,872410,8008,621,video
G7Y9ban7b0U,How Much Money Does Tobuscus Make?????,2014-05-14,142,81568,1559,241,video
EMVvA5Cr0fY,COD IS NOT DEAD,2014-05-08,202,87619,2391,311,video
e14MroQ5k_s,Storm,2014-04-30,181,291343,8240,936,video
CuzdxsOXEZ8,Hearthstone - All Beards Challenge!,2014-04-24,1433,89657,1793,266,video
67Wj-0OyKOM,Youtube ad.,2014-04-20,38,590162,10662,444,short
LWstCINhd8g,Impossible,2014-04-20,233,95351,2847,350,video
dg6iqLCPizs,Motivation,2014-04-17,174,104352,3413,288,video
cRPldarzw-M,1k Subs,2014-04-13,195,17632126,1274271,88543,video
-rdYtmUejSE,Yup I is the best at the game.,2014-04-05,417,309924,5578,570,video
tusuuI7MEJU,Should I join FaZe?????,2014-04-04,210,981361,18968,1832,video
XDe5f8BEvwY,"Youtube Networks Requirerments. (Machinima, TGN, 8byte....)",2014-04-01,286,99436,1440,194,video
BtCGABBPH9s,Two Years of Youtube.,2014-03-31,271,516815,10431,1068,video
KJ_C_NSl0P8,"How Much Money Does ""Element Animation"" Make?????",2014-03-30,209,213051,4017,438,video
LI8nWXeYtOs,"How Much Money Does ""Skydoesminecraft"" Make????",2014-03-30,167,85975,1731,394,video
LMe7k8I082w,Should College Athletes Be Paid?????,2014-03-29,276,98322,2046,308,video
h77pHTSPSiw,"""Beast"" Channel Trailer",2014-03-28,121,76087,1933,236,video
JUiijjJOInw,What It Takes To Be A Full Time Youtuber...,2014-03-27,281,66983,2013,478,video
gpbY6zCEBv4,How Video Games Boosted My SAT Score. Lol,2014-03-26,177,69444,1836,250,video
Kgu2ApayYvI,How Much Money Do I Make?????,2014-03-16,250,166403,5079,681,video
S9PIukDRcvk,Update,2014-03-13,261,77945,2046,363,video
lrw3zkGS9Vc,Subscribers.,2014-03-08,180,123176,3337,1114,video
IQYW_lVBYGo,How Much Money Does KyR's Speedy's Crew Make?????,2014-03-02,174,108321,2078,312,video
iOjxpow6jow,How Many Youtubers Are Millionaries?????,2014-02-26,233,548121,9383,1873,video
GdD2pqAdjXY,"Flappy Bird - Builders Showdown, Which is Better?",2014-02-23,85,129154,3374,448,video
nmHCmLVLxcU,New COD Zombies In 2014?????,2014-02-23,151,91450,2308,369,video
TZPlDuYrcDQ,Minecraft Mansion Timelapse,2014-02-22,302,636331,19932,2310,video
Oub4nMrNTqQ,Top 5 NON-COPYRIGHTED Songs!!!!!,2014-02-17,204,137550,3607,633,video
h5Z36IuyrKc,Vanoss vs Speedy! Which is better?,2014-02-16,187,125507,2822,928,video
2IGxSOfsBok,I Hate Pewdiepie!!!!!,2014-02-01,126,3063250,224457,14468,video
ZxkLCq49Tvk,Does Spam Work?????,2014-01-20,255,514398,7705,768,video
smDPnIdlkhM,100th VIDEO SPECIAL!,2014-01-20,284,494442,15027,1694,video
DjMYkWCEan8,The Vortex SMP Episode 1! Just Derping Around and Explaining Things.,2014-01-18,1519,150276,3850,415,video
3nn_skHgkqI,Has Youtube Met Its Match?????,2014-01-12,164,121968,2466,293,video
A8IkOqb_7Yg,How Much Money Does Pewdiepie Make????? (Updated 2015),2014-01-11,250,2121995,30324,2153,video
hHl_YMivv3c,"Battle Pirates, my base.",2013-12-31,176,94735,2106,340,video
7mLSbgyjM0g,"Battle Pirates, Hellstrike Base attack.",2013-12-29,172,82723,2066,330,video
TGKkMl17Htg,"Battle Pirates, Unstoppable Ship!",2013-12-29,133,66364,2386,738,video
Qw3eFnsSdlQ,Best Hellstrike Build???? (Battle Pirates),2013-12-29,97,66281,2092,534,video
KcNCJ1mgt14,"Marauder Builds, Battle Pirates In Depth Builds.",2013-12-29,186,66380,2375,713,video
A4lp4FRCo6o,"Battle pirates, How To Auto Lvl 40 Salvages.",2013-12-29,78,69959,2138,452,video
WYKZz3Zygdc,Hellstrikes vs 7 halos!,2013-12-27,96,98625,2154,415,video
5U2fmvh9_Is,"Battle Pirates, Hellstrike vs Epic Base!",2013-12-24,58,82807,2093,380,short
xvIpibLjs5k,"Battle Pirates, Another Hellstrike Fail.",2013-12-18,57,82609,2127,370,short
jlpAON0ePME,Battle pirates Hellstrike fail!,2013-12-18,47,82283,2122,359,short
sfp0a6zDoNQ,"Battle Pirates, lvl 66 vs Missile Cruiser x Fleet!",2013-12-17,84,83910,2098,308,video
RaDRWNz3Al4,"Battle Pirates, Hellstrike Too Overpowered????",2013-12-14,160,82040,2176,330,video
Ms9MGkEm4mg,"Battle Pirates, All Sentinel Base.",2013-12-05,72,88020,2274,352,video
90wWStXJX5c,"Battle pirates, Lvl 58 Mercury Base Attack!",2013-12-05,76,124572,2649,367,video
ruSVy-u2DzM,"Battle Pirates, Stingray vs Mercury Epic Battle!",2013-12-05,66,86501,2550,509,video
pP1KMQb51GA,OpTiC NaDeShOt Got Hack!!,2013-11-27,164,90655,2455,508,video
dPxAFqs2eYE,"Epic Ghost Multiplayer EasterEggs! (PrisonBreak, Sovereign, and Flooded)",2013-11-17,100,126441,3472,348,video
p-KVD5rA_Cw,Why Google Does Not Care What We Think....,2013-11-17,180,498930,7843,807,video
JdCgkcb1iwQ,My First Kem Strike!,2013-11-16,269,100204,3439,738,video
7anhkLPRk-A,Google+ The Death Of Youtube?????,2013-11-13,163,159719,3621,423,video
XVMY7B3AzWM,How Much Money Does PewDiePie Make?????,2013-11-12,332,922363,15948,1500,video
QXag-irFHxE,Most Overpowered Guns In Ghost!,2013-11-11,160,133085,3951,387,video
vBEGODNmdas,Are Minecraft Faction Has A New Pet! (poopymiscquidlepants),2013-10-31,15,118607,3102,335,short
v3tbnlc5cfo,Battle Pirates!,2013-09-21,215,123287,4181,771,video
ObYLL97-SBA,How To Duplicate Diamonds!!!!,2013-09-15,37,195814,6749,609,short
IaR7P4-wFK8,50k Video Views!!!! EpicSauce!,2013-09-08,103,294573,9397,833,video
v1ELS84GQu8,If This Video Gets One Million Views.....,2013-09-07,46,13366035,1170170,71406,short
ctJORnOjbrQ,These Were The Good Days....,2013-09-05,52,202083,4918,471,short
-hrPQFaDVKQ,Channel Update.,2013-08-16,162,205299,4967,445,video
bIZ5_L1ru2w,Funny Noob Tubing Reaction Montage!,2013-08-16,149,144543,3931,453,video
yyssjJEJMt4,"Minecraft, How To Grief Without Being Seen!",2013-08-14,63,370329,18212,1500,video
2bwPntvb90U,Buried Round 50 Gameplay! Black ops 2 Zombies.,2013-08-12,82,158303,4762,476,video
Wz1VHTZq16c,Minecraft Let's Play Ep. # 2 - Having Fun and Derping!,2013-08-12,898,205548,7634,864,video
Cs-kyTJso-A,Worlds Biggest Ball Of TNT Minecraft!  Challenge Video!,2013-08-09,105,668589,19662,1700,video
jkqd-oc0F00,"How To Get A Gaming Partnership, And What It Is.",2013-08-08,409,113025,3912,675,video
mVkT6Cd9SoI,Camping Montage.... LOL,2013-08-05,200,115418,3729,550,video
rffyxTTNkyk,Black Ops 2! Mini Update Video.,2013-08-05,235,112131,4318,884,video
OOesLeO6-pc,Randomness,2013-08-02,318,112212,4502,896,video
Q5lcjP6XlHw,203 Kill Game! Thanks For 300 Subscribers!,2013-08-01,266,178976,6365,1065,video
sE3ZZmYotSs,Call of Duty Ghost Multiplier Reveal Trailer Release Date!,2013-07-30,230,135801,4366,613,video
pUwUAtmBKxw,Insane Black Ops 2 HACKER!!!!,2013-07-30,359,267212,7073,709,video
p5rGgPZtjDw,Top Subscribed To Channels? BO2 w/ commentary!,2013-07-28,339,138592,4872,826,video
bWDmDsdvoBs,Career Ender ....  LOL,2013-07-28,26,166456,4469,540,short
OJA1QK-j-Oo,I Bought A New Microphone!  (quality test),2013-07-27,175,176654,5445,604,video
KL1X8NsVGd0,Top 10 Worst Guns in Call Of Duty History!,2013-07-25,259,223731,7644,697,video
q2HoSwCMcZw,Black ops 2 Patch news!,2013-07-24,233,159069,5299,844,video
RRknlgRqOds,Black ops 2 Invisible equipment and scorestreak glitch!,2013-07-21,147,194897,5824,628,video
j93M46a-W3U,I'm Back! Update Video....,2013-07-19,204,213154,7096,765,video
uqjfMNEWNIg,Minecraft Let's Play! Ep. 1. The Beginning!,2013-07-08,1107,738584,25655,2653,video
X-g9aT2wFjM,Channel Trailer....,2013-07-06,49,298245,10405,925,short
pHKlrJeKmjA,Black ops 2 Shotgun gameplay w/ commentary....  Ps4 or Xbox?,2013-07-06,362,274802,6977,832,video
C82suucz4i4,Black ops 2 Gameplay w/ commentary. Hipsters,2013-07-03,261,387678,12524,922,video
H_DYlka7QAQ,Project Zomboid Let's Play ep [04] lots of stuff,2013-06-18,945,162224,6133,949,video
ov0KQthQ50U,Project Zomboid Let's Play ep. [03] Looting and storing.,2013-06-17,1474,155162,5914,1115,video
MC-7ziNt_U4,Project Zomboid let's play ep. [02] Just some chores.,2013-06-15,860,155476,6188,1063,video
PNsF1Uh5yP8,Project Zomboid Lets Play ep [01] Roughing it out!,2013-06-15,1194,273273,9468,939,video
9Y2sAtN5yRs,Gunpowder plus mod! (Grenade mod) Epic explosions for minecraft.,2013-04-21,158,240892,8423,853,video
-z349CGAOXs,Horse racing map for new update! (minecraft),2013-04-21,88,238560,8341,966,video
pl4xmh3RWfE,Amazing minecraft Cathedral!,2013-04-21,58,467963,14906,1319,short
6z5RwrvnH28,Huge WW2 jeep! Minecraft creations.,2013-04-21,64,661547,19486,2069,video
ivdQqobHDPc,Story time!,2013-04-18,193,669016,21280,1668,video
uUIlb2rpIuY,Epic Minecraft city! (w/ download link!),2013-04-11,154,411766,11927,1135,video
Ros1PpcO5Js,Pokemon online battle #9 [rb] Hidden power ice ftw!,2013-04-07,319,213081,8103,833,video
KYv1nqutbK0,Pokemon online battle #8 Stone edge,2013-04-05,327,206992,9195,1694,video
7Yi-ctyTNU4,Online pokemon battle #7 [uu] 5-0,2013-04-04,261,263284,10608,975,video
VN2-3OfUzd8,Magic karp sweeps whole team of LEGENDARIES!!!,2013-04-01,215,215222,8172,966,video
-2IFrMOM36w,Pokemon online battles #5 [uu] Heracross never seems to dissapoint me...,2013-03-31,268,214514,9233,1278,video
7dIFHQkrASM,This is a detailed break down of my favorite UU team... ENJOY!,2013-03-29,564,229615,9058,1066,video
QicO1Gd0kvU,Pokemon online battle #4 [uu] Same old team,2013-03-28,279,273930,0,1123,video
yFfcsmK2TOA,Online pokemon battle #3 [uu] Ice punch,2013-03-27,205,226412,0,1471,video
Jl0-6tbNGBo,Pokemon online battle #2 [uu] Herracross w/ Dat MOXIE BOOST,2013-03-26,169,333075,0,1297,video
IAbX0FwX-GY,Why I Haven't Been Uploading,2013-03-25,363,897709,0,1862,video
XKSJRulqDNA,Most Epic Thing In Minecraft!?!?!?!?!?!!?????,2013-03-10,273,478334,18407,1957,video
jysfHFHNjYQ,Epic minecraft apartment complex!,2013-01-27,53,606813,23634,2380,short
Yox25V8Qsm4,Crazy Illulsions In Minecraft. (Bigre),2013-01-27,155,747823,25739,2708,video
clcN3OA8SNw,Best Minecraft Castle Ever?,2013-01-27,222,441925,20269,2402,video
m3lTwO0aNyw,How to get unlimited diamonds! minecraft (x-ray),2013-01-26,134,638103,25596,2397,video
gchqnwXlxJw,Drinks in minecraft (mod),2013-01-26,43,619944,0,2045,short
atCPtw4dg7g,Emerald tool mod! (minecraft),2013-01-23,49,601431,26317,2467,short
t8aM4HuVLrQ,This is a block? Since when lol.,2013-01-21,52,938414,34598,4465,short
M82VAcabSiA,Scary minecraft pig skin!,2013-01-13,29,1178773,38746,3431,short
7qj3nuF9Dzw,Most Epic minecraft skin EVER  (Psy),2013-01-13,31,1350133,46040,3924,short
Y74b7WlcEpk,More birds IN MINECRAFT!!,2013-01-12,126,1464719,50800,4100,video
Z8nEEdXTaX0,Boxy item mod Minecraft.  EPIC,2013-01-12,90,1718385,59863,4573,video
jP82d277Cc8,Harry Potter Mod In Minecraft! EPIC MUST SEE MOD!!!,2012-03-09,239,6614025,0,10134,video
2XVcLrB7B3Y,Worst Minecraft Saw Trap Ever???,2012-02-20,157,34230981,1404384,155697,video
